Review	Sentiment
Jelo je bilo ukusno bez problema, samo mislim da bi porcije trebalo da budu vece posto se dobije piletina i riza u jednoj posudi, ja se nisam uspeo najesti.	0
Možda najukusnije i najkvalitetnije pizze u gradu. Jako dobra i uredna dostava. Povrh svega u komsiluku. Bravo za Geppetta :)	1
Stiglo pre vremena. Meso odlicno ispeceno.	1
odusevljen sam	1
Veoma neukusno, ima cimeta i neki cudan preliv koji cini piletinu slatkastu ali jako neukusnu, barem po mojem ukusu. Porcija je relativno mala.	0
sve na mestu	1
Neukusna hrana i mala porcija.	0
Prelepa, prelepa vegeterijanska pica. Bogata, ukusna, topla. Sve preporuke	1
Vrlo sveže i ukusno! Širok asortiman.	1
Hrana je stigla na vreme i bila je topla i ukusna.	1
Dostavljac je bio pravi smeker, lepo obucen. Kvalitet hrane je ocajan, skoro nisam jeo goru picu.	0
Restaurant forgot to bring half of order.	0
Jako lepa pakovanja hrane.Stigli na vreme,rostilj vrlo ukusan.	1
Rolovani pileci medaljoni sa kajmakom, extra!	1
Svidja mi se, cesto narucujemo. Salate su odlicne	1
Posle 90 minuta cekanja, dobio sam malecne piroske solidnog ukusa.	0
Kasnili su sa dostavom i doneli ugljenisanu pizza-u (ali bukvalno ugljenisanu)...sigurno necu ponovo narucivati kod njih	0
Rostilj je bio jako jadan sa pogresnim prilozima, tuzno. Palacinka je bila ok	0
Porcija i po po coveku,prava mera.Slatko-ljuti i tajlandski sos su super,ovaj sa tajnim sastojkom nije nesto	0
Odlična hrana i dostava	1
stvarno je sve ukusno, lepo spremljeno!!! cesto narucujemo!	1
Vrxunska pizza,dostava je stigla za 20 minuta.Sve pohvale za ovaj restoran !!!!!!!!!!!	1
Iskreno ljudi nemam primedbi. Preko 50 puta sam narucivao sa donesi.com hranu iz dosta restorana, Bigmama su definitivno po mom mishljenju najtacniji i najbolji.	1
zadrzavaju kvalitet kao i uvek	1
Narucio sam rostilj sa prilozima, dobio sam rostilj bez priloga. Kvalitet hrane je osrednji...	0
Vrhunska pizza	1
Giros u obroku ne valja jer je tortilja bila tvrda, i ne moze da se lepo jede, druga stvar nema srazmerno tortilje za razliku od mesa, i malo vise tzatzikija i pavlake ne bi skodilo...	0
Vrhunski restoran-picerija koji pravi pizze na tradicionalan nacin na peci na drva.Prezadovoljan sam,sigurno cu zvati ponovo.	1
Standardno dobro :)	1
odlicna hrana	1
Sve je bilo odlicno. Nemam zamerki.	1
"Lignje na zaru fenomenalne, snicle ""Fontana"" socne i ukusne, grilovano povrce i salata standardno odlicni. Restoran je odlican i prezadovoljni smo!"	1
po ko zna koji put sam dobio prosutu corbu po hlebu i po kesi i sve je bilo mokro od corbe, kada sam dostavljacu rekao sve to on je smao drkso izgovorio 'to nije moj problem'.	0
super je :)	1
Odlično kao i uvijek	1
brza dostava i isporuka,mana malo hladnija pizza...	1
Ljudi ovo nema veze sa vezom, waffle moze proci ako dodje topao,ako.	0
porucili smo CONTADINU...pizza je odlicna,testo za desetku,pravi ukus italijanske tanko secene prsute i prave gorgonzole...samo tako nastavite...a ja cu i dalje da vas hvalim!!!	1
Nebrojano puta sam jeo ovde, i jescu opet, ne sumnjam, ali ovo je proslo uzasno. Trazen somun za pohovani kackavalj dobijena bajata lepinja. Zamolili smo za kecap preko pomfrita, dobili smo šipak.	0
standardni kvalitet	1
Odlične, kao i ostale slane i slatke palačinke iz ovog restorana! Dostava tačna i besplatna.	1
Posumnjao sam u kolicinu porcije i naravno ja sam pogresio :) IZVINJAVAM SE i nastavite ovako !	1
Hrana je ok, stigla za pola sata	1
sve pohvale !	1
porcije su jako skromne! pored toga i lici kao da se nije prodalo u kafani pa ide u dostavu	0
Kao i uvek Lelas ne pravi greške. Hrana je stigla za manje od 60 minuta, topla i sve kako je poručeno. Teleća čorba - topla preporuka svima!	1
Sjajna domaća klopa... sve pohvale	1
Pizza je odlična. Naručujem je često, ali je ovaj put stigla HLADNA.	0
Capricciosa je stigla posle 40ak minuta. Testo je hrskavo i prava doza sastojaka je na pizzi (po mom ukusu) - nije gnjecava, ali dovoljno svega. Porucicu ponovo.	1
Iznenađujuće male porcije, koje su pritom i preskupe... Paste gotovo bezukusne. Palačinke skroz korektne, nije se štedelo.	0
"... ne znam da li je bila u pitanju slucajnost, ili njihov standardni ""kvalitet"" ali se ne bih usudio ni da proveravam...."	0
nije mi se svidela hrana, ni ukus ni kvalitet	0
Veoma ukusno , stiglo na vreme i vruce kao i uvek !	1
Sve ok,  stiglo 15 min ranije.	1
Sis cevapi (sa urnebesom i lukom) me uvek oduseve! Sjajne urmasice za posle. Preporuka!!	1
Tebra ako piše 45 znaj da je 90 minita...	0
Pljeskavica loša, nekako pojedoh. Palačinku bacio. Samo sendvič bio ok. Dostava kasnila dvadesetak minuta.	0
Odlicno je boli , a najvise mi se svidjaju nove lepinje :)))	1
Svaka preporuka!	1
Thanks for fast delivering.	0
800g umest kilograma, inace ok.	0
Može to mnogo bolje.	0
Bez zamerki ali nista spektakularno.	0
odlicna punjena, pizza je ukusna..	1
Slane palacinke su stvarno super. Probala sam i slatku, nije bila losa. :) Dostava je bila na vreme, ali je vreme do dostave bilo prilicno dugo. U svakom slucaju, opsti utisak je pozitivan.	0
Brate znaci VR...i like this :)	1
Odlična klopa.	1
Pizze su im preukusne, ne stede na sastojcima, Savrseni spojevi ukusa. Dostavljac uvek ljubazan.	1
Sve pohvale! 5  :)	1
Stalno naručujemo. Svaki put do sad bili zadovoljni skroz porudžbinom. Pice su ukusne, dostava stiže na vreme.	1
ne bih da ih ureknem, ali poslednja tri puta kada smo narucivali (navukli smo se na sendvice i palacinke) stigli su za oko pola sata.	1
Mama mia odlicna!	1
Odlicna hrana!!!	1
Giros dobar ali hladan. Čekali smo dostavu 3h.	0
Sve u svemu super i obilno.	1
Odlican rostilj, jeo sam opanak i bio je vrhunski.	1
vrlo usluzni , profesionalni,i cini mi se najbolji u svojoj bransi	1
Ukusno kao i uvek,, no porcija je minijaturna	0
Kapricoza je odlicna, stigla je vruca uz osmeh dostavljaca.Opet cemo sigurno od njih poruciti hranu.Cene su extra povoljne.Prezadovoljna sam	1
Prilicno lose porcije, sa malo piletine, previse povrca, los pirinac i los ukus.	0
Somun, piletina, sir, pomfrit, šampinjoni, luk, kari, so, tucana aleva paprika - Ja stvarno ne znam gde je ovde PARADAJZ napisan pa da ste ga stavili u sendvic,	0
Odlična pica, brza dostava.	1
10ka. :-) Hrana stigla brzo, bila topla i ukusna. Dostavljac vrlo ljubazan. :-)	1
"Hrana (testo naročito) je masna kao da je bila natopljena u ulju. I nije baš ono što očekuješ kad čuješ ""meksička hrana"". Liči, ali testo nije dobro, i masno je..."	0
Pileći štapići kao i uvek odlučni! Cezar salata previše začinjena sirćetom	1
Generalno srpska verzija susija gotovo bez ribe, specificnog ukusa. Lepo pakovanje, ali bez ukusa,  Obrok Discover nije nesto sto bi trebalo naruciti. Dostava je kasnila vise od 20 minuta.	0
Dobio sam hranu za 20 min (prognozirano je 45), čorba je bila vruća i jako ukusna a musaka baš po mojoj meri. Plus kolač i salata na poklon. Diiivno	1
Savrseno..	1
odlicne pizze, verovatno najbolje na ovom portalu	1
pogledajte priloge za dva rakuna a ne 3 odrasla coveka.	0
Jeo sam lazanje i bile su extra ali su pice nikakve, korice kao da su kupovne i pica je mala ne vredi para koje sam dao	0
sve pohvale!	1
klopa je stigla na vreme, sveza, topla....nakon stalnog porucivanja hrane preko donesi ova meksicka hrana bas prija kao promena.	1
i tortilja i placinke su super. Preporuka	1
narucili smo dve male porcije teletine u kslj sosu i pirinac.sve je fantasticno pripremljeno i vise nego dovoljno i ljuto bas kako treba.naravno narucivacemo ponovo!	1
Ne bi se usudila da narucim ponovo	0
Ovi likovi su i po kisi stigli brzo. Sendvic je je krckav i hleb je vruc, sve je stiglo u roku od oko 25 min..Nemojte da se pokvarite decaci.	1
Fino sasvim, cene su vam vrhunske.. steta sto ne radite posle 00:00 :)	1
Panonski sendvic je tako dobar i tako brzo stigne da ja vec nekoliko puta uzastopno narucujem. A i brzo stigne. Topla preporuka	1
kao i uvek	1
Jednom recju - ODLICNO! :)	1
Very nice restaurant with it's own unique features. Tried it several times and never fails. Strongly recommended.	1
isporuka trajala vise od sat vremene i pica je stigla hladna!!!!!	0
Stigli pre vremena, hrana zaista super.	1
Dostava brza, krilca topla, ukusna i sočna - jednodstavno fenomenalna a i cene su povoljne. Moje preporuke svima	1
Hrana je brzo stigla i bila je topla. Ovog puta sam probala i sweet krilca. Ne svidjaju mi se jer su sa dosta bibera. Sve ostalo je super. Hot wings i chokoladna ubedljivo najbolja.	1
Standardno sjajne juneće i pileće džambo šavarme, odnos cena-kvalitet kakav malo koji dostavljač ima. Preporuke!	1
Najbolji burgeri na svetu :))	1
Dostava mi je naplacena iako pise da se za narudžbine preko 1000 din. ne placa.Parmezan sam narucila i platila a nije stavljan na spagete...	0
sve je stiglo na vreme i vrlo je ukusno. sve pohvale.	1
Stiglo pre vremena. Sve je ukusno i lepo upakovano. Sve preporuke.	1
Obozavam sto imaju masline u dodacima!	1
Odlicno, nemam nikakvih zamerki.	1
Fenomenalno kao i uvek. Klopa ukusna, dostavljač ljubazan, stiglo toplo i pre vremena, cena više nego pristojna. Sve pohvale. Ukoliko ste ljubitelj piletine, ovo je pravi restoran za vas.	1
Uvek do sada vrhunske karbonare. Ovaj put ocajno. Slanina ziva i zilava	0
Ukusna klopa, brza dostava (pola sata), ispoštovani svi zahtevi, cena više nego prihvatljiva	1
Veoma losa klopa, pljeskavice zive a priloga nigde. Previsoka cena a ni salvete nisam dobio uz pljeskavicu	0
Platio sam karticom a momak iz dostave nije imao pojma pa je očekivao novac.	0
Pica je stigla 15 minuta ranije :) Vruca, veoma ukusna. Vec sam ranije porucivala hranu u piceriji Atos tako da nisam ni sumnjala u kvalitet.	1
Već drugi put se dešava da mi HAS ne isporuči porudžbinu, niti da me pozove da mi objasne zašto kasni. Oba puta je izgovor gužva. Prvi ptu mi je hrana kasnila 35 minua a sada 45 minuta..	0
Sve pozitivno.	1
Odnos cene i kolicine hrane, donekle i kvaliteta nezadovoljavajuc.	0
Piletinu sa kikirikijem smo dobili bez kikirikija.	0
Pica je divna...vrlo ukusna...nije se stedelo na materijalu...sve je stiglo za 35 min...usluga na nivou...SVE POHVALE!!!!	1
