masa,jastuk,pojas,ceoni,pol,starost,godina,tip,ishod
16.6399999999,da,ne,0,m,27,1997,vozac,2
9943.1599999666,da,da,1,m,23,1997,vozac,0
0,da,da,1,z,41,1998,vozac,1
1038.6649999917,ne,da,0,m,18,1991,vozac,0
50.9899999998,ne,ne,1,m,37,1985,vozac,2
237.1699999999,da,da,0,m,23,1998,vozac,2
10.725,da,da,0,m,56,2000,vozac,2
311.7009999976,da,da,0,m,23,1994,vozac,0
30.2899999998,ne,ne,1,m,17,1985,vozac,2
,ne,ne,0,z,17,1991,vozac,2
69.8339999998,da,ne,0,m,28,1994,vozac,2
124.9829999991,da,ne,1,m,68,1998,vozac,1
9.98,ne,da,1,z,32,1994,putnik,0
1968.1839999855,da,da,0,z,26,2000,vozac,0
88.2659999998,da,da,1,z,72,1997,vozac,2
739.998999998,da,da,1,z,44,1988,vozac,0
22.585,ne,ne,0,m,19,1992,putnik,2
73.5179999992,ne,ne,1,m,20,1983,vozac,2
54.031,ne,da,1,m,19,1986,vozac,2
2542.0949999988,ne,da,1,m,86,1990,vozac,0
186.9419999998,ne,ne,1,z,85,1988,vozac,2
110.5,da,da,1,m,19,1996,vozac,1
335.8389999978,da,da,1,z,31,1998,vozac,1
651.1799999997,da,da,1,m,30,1997,putnik,1
186.2159999982,da,da,1,m,38,1996,vozac,0
613.2619999945,da,da,1,z,28,1995,vozac,1
821.5379999951,ne,da,1,m,57,1990,vozac,1
1463.0749999881,ne,ne,1,z,36,1991,putnik,2
96.2219999991,ne,da,0,m,89,1982,putnik,2
38.8439999996,ne,da,1,m,44,1993,vozac,2
87.5759999994,da,ne,1,m,24,1997,vozac,2
19.9719999998,da,ne,1,m,19,1997,vozac,2
11.34,ne,ne,0,z,30,1985,vozac,2
168.7459999993,ne,ne,1,m,35,1963,vozac,2
530.2319999933,da,da,0,m,24,1995,vozac,0
1334.4599999934,da,da,0,z,68,1998,putnik,1
40.8629999999,ne,da,1,z,34,1993,vozac,2
10162.0159999132,da,da,0,z,30,1994,vozac,0
4.026,da,da,1,m,77,1994,vozac,1
10.5789999999,da,ne,1,m,42,2000,vozac,2
20.7379999999,ne,ne,1,m,29,1988,vozac,1
17.4919999999,da,ne,1,m,47,1997,vozac,3
49.7749999999,da,da,1,m,20,1992,vozac,1
51.3279999997,ne,ne,1,m,59,1988,vozac,1
72.176,da,da,1,m,83,1994,vozac,2
33.9149999996,da,da,0,z,58,1994,vozac,2
14.1629999999,ne,ne,1,z,23,1982,putnik,2
39.1549999998,ne,da,0,m,42,1988,vozac,2
11.7379999999,da,ne,1,m,23,1999,vozac,0
168.6099999994,ne,da,0,m,43,1983,vozac,2
154.8199999984,da,da,1,z,21,1998,vozac,0
1,da,da,1,m,16,1996,vozac,0
17.7039999999,ne,ne,0,z,79,1987,vozac,2
1108.4329999983,ne,da,0,m,25,1986,vozac,0
3555.2119999826,ne,da,1,z,42,1989,putnik,0
26.2329999998,ne,ne,1,m,30,1987,putnik,2
172.3619999997,da,da,1,m,19,1994,vozac,2
13.7459999999,da,da,1,z,29,1996,vozac,2
5886.2689999938,da,da,0,m,38,1997,vozac,1
548.5429999977,da,da,1,m,32,1995,vozac,0
366.3929999992,ne,da,1,z,34,1989,vozac,1
317.3249999993,ne,ne,1,m,37,1997,vozac,2
371.4169999994,da,da,1,m,17,1996,vozac,0
161.0669999998,ne,ne,1,m,21,1986,vozac,2
31.1549999998,ne,da,1,m,49,1994,putnik,2
12.414,ne,ne,0,m,55,1991,vozac,3
532.9739999995,da,ne,1,m,35,1997,vozac,2
78.9919999996,da,da,1,m,22,1999,vozac,2
293.0269999988,da,da,1,z,32,1996,vozac,1
126.6109999996,ne,da,1,z,17,1988,vozac,0
42.4499999997,ne,da,1,z,46,1991,vozac,2
677.548999995,da,da,0,z,29,1995,vozac,2
14.6329999999,ne,ne,0,m,25,1988,vozac,2
252.993999999,da,da,0,z,44,1997,vozac,2
222.8449999988,da,da,1,m,41,1994,vozac,1
228.0899999999,da,da,0,m,22,1993,vozac,0
1072.1639999896,da,da,1,z,26,1993,vozac,0
190.6579999998,ne,ne,1,m,18,1986,vozac,2
16.1909999999,da,ne,0,m,21,2000,vozac,2
22.4849999999,da,ne,1,z,31,1995,vozac,1
58.1899999999,ne,da,1,z,53,1994,vozac,2
838.6079999954,da,da,0,z,35,1996,vozac,2
0.86,da,da,1,m,36,1997,vozac,1
186.9419999998,ne,ne,1,m,84,1988,putnik,2
11.6209999999,da,da,1,m,,1997,vozac,0
9844.8779999018,ne,da,0,z,66,1983,vozac,0
3561.6399999857,ne,da,0,z,42,1989,vozac,1
11.083,ne,ne,0,m,41,1990,vozac,1
37.4549999996,ne,ne,0,z,19,1987,putnik,0
2108.8909999728,da,da,1,m,30,1997,vozac,2
15459.6399999857,da,da,0,m,42,1997,vozac,0
100.3189999992,ne,da,1,m,33,1993,vozac,2
711.2819999978,da,da,1,m,44,2000,vozac,0
118.2259999998,da,da,1,m,26,1999,vozac,0
67.5399999991,da,da,0,m,19,2000,vozac,2
40.0699999998,da,da,0,z,19,1997,vozac,2
0,da,da,1,z,46,1998,vozac,1
31.7379999999,ne,ne,1,m,21,1994,vozac,2
225.8109999988,ne,da,0,z,81,1993,putnik,1
61.5039999997,ne,ne,1,m,37,1991,vozac,2
36.6549999998,da,ne,0,m,21,2000,putnik,2
13.9289999999,da,ne,0,m,23,1994,vozac,2
49.7779999999,ne,da,0,m,25,1989,vozac,1
88.6459999997,ne,da,0,m,23,1989,putnik,0
8.377,da,da,1,z,22,1996,putnik,2
75.4629999995,da,da,1,z,56,1998,vozac,1
453.0209999979,ne,da,0,m,27,1988,vozac,0
65.9359999998,da,da,0,z,71,1997,vozac,2
288.5759999976,ne,ne,1,m,46,1993,vozac,0
55.1939999997,ne,da,1,z,69,1988,vozac,2
189.8759999983,ne,da,1,z,21,1980,putnik,1
111.7429999998,ne,ne,1,m,59,1985,vozac,1
279.0649999976,ne,da,1,m,22,1992,vozac,2
30.9119999998,da,da,1,m,52,2000,vozac,2
361.6409999989,ne,da,0,z,49,1993,vozac,3
11.7379999999,ne,ne,1,m,16,1988,vozac,2
51.3679999998,ne,da,1,z,29,1994,vozac,2
384.2109999992,da,ne,0,z,16,1994,vozac,1
18.8259999999,da,da,1,m,20,2001,vozac,2
653.2559999973,ne,da,0,z,21,1989,vozac,1
25.571,da,da,1,z,29,2002,vozac,2
1215.5669999868,da,da,1,z,52,1994,vozac,0
139.3599999994,ne,da,1,z,26,1987,vozac,2
18.1639999999,da,ne,1,z,48,2000,,3
17.7559999998,da,ne,0,m,26,1998,vozac,2
413.8099999987,ne,da,1,m,25,1991,putnik,2
1,da,da,1,z,40,2000,putnik,2
57.906,da,da,0,z,43,2000,vozac,2
1913.5789999962,da,da,0,m,73,1995,vozac,0
354.987999998,ne,ne,1,z,86,1986,putnik,2
74.7229999993,ne,da,1,z,24,1988,vozac,2
107.2199999997,da,da,0,m,17,1998,vozac,1
1343.1439999938,da,ne,1,m,20,1993,vozac,2
253.6599999983,ne,da,1,z,78,1992,vozac,1
228.6349999998,ne,da,1,m,23,1993,vozac,1
21.2629999998,ne,da,1,m,39,1980,vozac,0
2152.322999984,da,da,1,z,50,1995,vozac,2
24.166,ne,ne,1,m,65,1988,vozac,2
27.7009999999,ne,da,1,z,47,1988,putnik,2
393.0329999998,ne,da,1,m,22,1991,vozac,2
245.5479999986,da,da,1,m,33,1998,vozac,1
1605.2889999896,ne,da,0,z,26,1990,vozac,2
1265.5259999931,da,ne,1,m,18,1997,vozac,2
3652.2939999998,da,da,0,z,31,2001,vozac,0
22.5469999998,ne,ne,1,z,30,1993,putnik,2
86.9859999996,ne,da,0,z,22,1989,vozac,2
12.414,da,da,1,m,29,1999,vozac,0
49.7679999997,ne,da,1,z,27,1995,vozac,2
342.0399999991,da,da,1,z,18,1990,vozac,1
83.0939999996,ne,da,1,m,48,1991,vozac,2
49.1819999996,ne,da,1,m,34,1979,vozac,1
27.683,da,da,1,z,39,1998,vozac,2
116.4989999998,da,da,0,z,38,1992,vozac,0
44.6169999996,da,ne,0,m,35,1992,vozac,3
10.9169999999,ne,da,0,m,20,1993,vozac,2
787.5289999992,da,da,1,z,43,1994,vozac,0
5.9829999999,da,da,1,m,38,1999,vozac,2
148.8889999986,da,ne,0,m,37,2001,vozac,2
643.235999994,da,da,1,m,58,1992,vozac,0
2089.7409999967,ne,da,1,m,19,1990,vozac,2
1981.3099999875,da,da,1,z,21,1994,vozac,0
7.372,da,da,1,m,21,1995,vozac,2
11.0889999999,ne,da,1,m,23,1990,vozac,1
357.8859999999,da,da,0,m,72,1994,vozac,0
294.3439999968,da,da,1,m,24,1994,vozac,0
34.9499999997,ne,ne,1,m,35,1983,vozac,2
88.9039999992,da,ne,0,m,49,1994,vozac,2
163.1909999996,ne,da,1,m,40,1996,vozac,2
617.6689999998,ne,da,0,m,18,1989,putnik,0
4408.76699996,ne,da,1,z,16,1984,putnik,0
15.355,ne,da,0,z,82,1985,putnik,2
747.8879999965,da,da,1,z,59,2000,vozac,0
45.2549999999,ne,da,0,z,82,1992,putnik,3
267.7789999992,da,da,1,z,51,2001,vozac,1
50.6169999996,ne,da,1,z,33,1994,vozac,2
49.8739999998,da,da,0,z,30,1996,putnik,1
292.6499999985,da,da,1,z,35,1999,vozac,1
84.1909999996,ne,ne,1,z,41,1993,vozac,2
96.8619999997,da,da,0,m,64,1996,vozac,2
1433.397999987,da,ne,1,m,34,1998,putnik,2
118.2919999994,da,da,1,m,17,1999,vozac,2
31.1549999998,ne,ne,0,m,72,1989,vozac,2
83.3619999997,da,ne,1,m,62,1994,vozac,2
75.7769999998,da,da,1,m,40,1998,vozac,0
107.1819999991,da,da,1,m,19,1998,putnik,2
16.1329999999,,ne,0,m,43,1993,putnik,2
60.3629999999,ne,ne,0,z,30,1989,vozac,1
54.3029999998,ne,da,1,m,35,1982,vozac,2
185.2179999985,ne,da,1,z,23,1994,putnik,0
38.9939999999,da,ne,1,m,42,1991,vozac,2
28.497,da,da,0,z,30,1997,vozac,2
425.4599999972,ne,ne,0,m,31,1981,vozac,2
570.1879999936,da,da,1,z,18,1996,vozac,0
84.6769999992,ne,da,1,m,39,1989,vozac,2
53.3289999999,ne,da,0,m,20,1990,vozac,1
1506.9939999878,da,da,1,z,39,1994,vozac,0
781.2469999939,da,ne,0,z,16,1997,vozac,2
41.1259999997,da,da,1,m,29,2000,vozac,1
275.9289999977,da,da,1,m,21,1996,putnik,2
120.5579999993,da,da,0,z,23,1998,vozac,1
87.3289999999,da,da,0,m,17,2000,putnik,0
185.6419999991,da,da,0,z,23,2001,vozac,1
184.4789999984,ne,ne,1,z,47,1986,vozac,2
634.3799999952,da,da,1,z,24,2003,vozac,2
41.1339999996,ne,da,1,m,57,1991,vozac,2
264.9229999967,da,da,1,z,74,1994,vozac,1
2287.7329999805,ne,da,1,m,27,1991,putnik,1
4155.6199999452,da,da,0,m,35,1997,vozac,0
76.5449999999,ne,da,0,z,19,1993,vozac,2
78.2319999998,da,da,1,z,20,1999,putnik,1
283.2979999967,ne,da,0,m,83,1992,putnik,2
22.1649999998,da,ne,1,z,18,1995,putnik,2
422.5079999976,da,ne,1,m,24,1999,vozac,0
453.2649999969,ne,da,1,m,18,1987,vozac,0
21.7929999998,ne,ne,1,m,20,1979,putnik,2
25.3939999999,da,da,1,z,26,1993,vozac,1
174.277999999,ne,da,1,m,22,1993,putnik,0
19.551,ne,ne,1,z,17,1995,putnik,2
51.8099999996,da,da,1,z,34,1999,vozac,2
1132.0609999895,ne,da,0,z,80,1989,vozac,2
198.2409999985,da,ne,0,m,41,1994,vozac,2
24.3099999998,ne,da,1,z,37,1991,vozac,2
568.3339999989,ne,da,1,m,18,1987,vozac,0
10.031,ne,da,1,m,25,1985,putnik,2
17.5819999999,ne,da,0,m,23,1993,vozac,2
22.997,ne,da,0,m,17,1989,vozac,1
231.0659999996,da,da,0,z,62,1998,vozac,0
24.3099999998,ne,ne,0,m,75,1989,vozac,3
850.2929999977,da,da,1,z,43,1993,vozac,0
59.8489999999,ne,da,1,m,52,1994,putnik,0
9.2849999999,ne,ne,1,m,59,1991,vozac,2
56.4099999997,ne,ne,1,m,49,1986,vozac,2
1066.098999992,ne,da,0,m,21,1991,vozac,0
50.4199999999,ne,da,1,m,30,1985,vozac,2
515.9969999939,ne,da,1,z,25,1990,putnik,1
327.1519999988,ne,da,0,z,71,1989,vozac,2
10.8309999999,da,da,1,z,34,1999,vozac,0
137.1049999986,ne,ne,1,m,41,1984,vozac,2
25.0689999999,ne,da,1,m,17,1985,vozac,1
120.5579999993,da,da,0,z,29,1998,putnik,1
31.1549999998,da,da,1,m,32,1995,vozac,0
1062.2279999852,da,ne,1,z,34,1999,putnik,2
87.1349999998,da,da,1,m,63,1997,putnik,0
7007.6599999666,ne,da,1,m,19,1983,vozac,0
83.2829999998,da,da,1,z,32,1996,vozac,2
12.8089999999,da,ne,1,m,16,1990,vozac,2
35.21,da,da,0,z,33,1996,vozac,2
366.9119999968,da,da,0,z,53,1996,vozac,1
952.6889999956,da,da,1,m,32,2002,vozac,0
54.8779999996,da,da,1,z,36,1993,vozac,1
407.5079999976,ne,ne,1,z,22,1986,putnik,2
9731.9739999771,da,da,1,z,82,1995,vozac,1
,da,da,0,z,64,2000,putnik,1
6.436,ne,da,0,m,17,1984,putnik,3
91.4269999992,ne,da,0,m,29,1985,vozac,2
491.5069999993,da,da,0,z,44,1998,vozac,0
161.6769999992,da,ne,1,m,19,1997,vozac,2
2164.3949999809,da,ne,1,m,36,2001,vozac,0
34.9499999997,da,ne,1,z,69,1998,putnik,3
14.6749999999,da,da,0,z,48,1992,vozac,2
35.0089999996,ne,ne,1,m,21,1994,vozac,1
388.4889999963,ne,ne,1,m,32,1971,putnik,1
1245.0929999948,da,da,1,z,24,1997,vozac,0
370.7859999985,da,da,1,m,48,1996,vozac,2
10.0869999999,ne,ne,1,m,29,1978,vozac,3
533.2849999964,ne,ne,1,z,30,1990,putnik,2
283.0189999975,ne,da,1,m,22,1986,vozac,0
38.8439999996,da,da,1,m,21,1998,vozac,1
89.9199999999,da,da,1,z,27,1996,vozac,2
1201.5759999901,ne,da,1,m,41,1990,vozac,1
15789.3399999142,da,da,0,z,32,1997,vozac,0
488.9039999992,da,da,1,z,27,2002,vozac,0
47.963,da,da,1,m,25,1994,vozac,0
637.4089999944,da,da,1,m,19,1997,putnik,0
40.0699999998,ne,da,1,z,30,1990,vozac,2
105.2529999996,da,da,0,z,35,1994,putnik,2
326.3459999971,da,da,0,m,44,1993,vozac,2
7.484,ne,da,0,z,82,1984,vozac,2
397.5159999989,ne,da,1,m,16,1988,putnik,1
60.4409999996,ne,da,1,m,70,1989,vozac,2
263.5339999981,ne,da,1,m,18,1994,vozac,0
115.3329999996,da,da,1,m,67,1999,vozac,2
28215.7699999809,ne,da,1,z,37,1987,putnik,1
4.904,ne,ne,1,m,40,1984,vozac,2
83.5079999994,da,ne,1,m,38,1998,vozac,2
81.9959999993,da,da,1,z,76,1995,putnik,2
756.2659999952,ne,da,0,z,80,1992,vozac,0
296.2649999969,da,da,1,z,50,1998,putnik,2
199.3159999996,da,da,0,m,23,1993,vozac,1
109.3969999999,ne,da,1,z,77,1978,vozac,0
18.0159999998,da,da,1,z,45,1998,vozac,0
57.0279999999,da,da,1,m,28,2001,vozac,2
1158.4019999951,da,da,1,z,31,1995,vozac,0
262.9179999977,ne,da,1,m,17,1991,putnik,0
590.4809999987,da,ne,1,m,32,1992,vozac,2
331.9889999963,da,da,1,m,19,1998,vozac,1
2.964,da,da,0,z,18,1994,vozac,2
55.8229999999,da,ne,1,m,21,1990,vozac,2
379,da,da,1,z,36,1997,putnik,1
150.5399999991,da,da,0,z,16,1999,vozac,0
1309.8199999929,ne,da,1,z,44,1971,vozac,0
45.7239999999,da,da,1,m,27,1998,vozac,1
100.3969999999,ne,ne,1,m,28,1991,vozac,2
311.1199999973,da,da,0,z,18,2000,vozac,0
40.6609999998,ne,ne,1,m,28,1969,vozac,2
102,da,ne,1,m,17,1998,vozac,2
10.034,da,ne,0,m,22,1997,putnik,0
411.0249999985,da,da,0,m,31,1991,vozac,1
96.0409999993,ne,da,0,z,59,1986,vozac,2
16.1909999999,da,da,1,m,21,1999,vozac,2
189.7719999999,da,da,1,m,67,2001,putnik,1
19.2959999999,da,da,1,z,37,1994,vozac,2
1395.523999989,da,da,1,m,25,1994,vozac,0
200.8959999997,da,da,1,m,57,1998,vozac,1
443.5549999997,da,da,0,z,39,1990,vozac,1
206.9919999987,da,da,0,m,22,1996,putnik,1
9.026,da,da,1,m,55,1995,vozac,2
143.9859999996,ne,da,1,z,66,1984,vozac,1
852.1029999927,ne,da,1,m,23,1986,vozac,1
69.7209999999,da,da,1,z,48,1998,vozac,2
82.5219999999,da,da,1,z,29,1999,vozac,1
32.4949999996,ne,da,1,m,50,1987,vozac,1
306.7149999999,da,da,1,z,30,1995,vozac,2
46.8659999999,da,da,0,m,33,1994,vozac,1
36.4499999997,da,da,0,m,42,1995,vozac,2
4.2879999999,ne,da,1,m,71,1975,vozac,2
228.1789999995,da,da,0,z,22,1996,vozac,1
0,da,ne,1,z,20,1998,vozac,2
358.0319999978,da,da,0,m,51,1999,vozac,0
383.1209999993,da,da,0,z,23,1994,putnik,0
8.276,da,da,1,m,30,1996,vozac,2
21.3159999999,da,da,1,m,31,1995,vozac,2
28.0589999999,ne,da,0,m,18,1986,vozac,0
981.548999995,da,ne,1,z,31,1995,vozac,2
24.5989999999,da,da,1,z,72,1995,vozac,2
25.2729999998,ne,ne,0,z,58,1986,vozac,2
83.0949999997,da,da,1,z,27,1997,vozac,1
194.3969999999,da,da,1,m,26,1996,putnik,0
51.8099999996,da,da,0,z,66,1996,vozac,1
31.1179999998,da,ne,1,z,58,1995,vozac,2
202.7529999986,ne,ne,0,z,59,1985,vozac,2
1541.8249999881,da,da,1,z,19,2000,vozac,2
,ne,da,0,m,29,1990,vozac,1
827.0419999957,da,da,1,z,16,1999,vozac,0
521.6139999926,da,da,1,m,23,2000,vozac,0
534.3419999927,ne,da,0,m,59,1992,vozac,0
4.595,ne,da,0,m,28,1987,vozac,2
116.8119999999,da,da,1,z,36,1995,putnik,2
11.7379999999,da,da,1,m,31,1997,putnik,2
994.349999994,da,da,1,m,23,1996,putnik,2
166.0299999993,da,da,0,z,23,1998,vozac,0
27.6879999998,da,da,0,z,26,2000,vozac,2
11.7379999999,da,ne,1,m,30,1989,vozac,2
2818.697999984,da,ne,1,z,26,1996,vozac,1
2605.7459999919,da,da,1,m,19,2000,putnik,0
219.3589999992,da,da,1,m,36,1996,vozac,2
784.8859999999,ne,da,1,m,42,1986,vozac,1
14.0369999999,ne,ne,0,m,35,1971,vozac,3
4974.9409999847,ne,da,1,m,24,1992,vozac,1
95.9509999994,da,ne,1,m,51,1996,vozac,1
1690.2399999946,da,da,0,m,23,1995,vozac,0
57.2629999998,da,da,1,m,31,1999,putnik,2
869.0549999997,ne,ne,1,m,29,1986,vozac,1
91.4269999992,ne,da,1,m,22,1985,vozac,0
384.6269999966,da,da,1,m,28,1997,vozac,0
27.72,ne,ne,1,z,35,1989,putnik,2
222.0019999985,da,da,1,m,16,1996,putnik,2
153.5769999996,da,da,1,m,49,1996,vozac,1
69.4139999999,ne,da,0,z,29,1992,vozac,2
12.9779999999,ne,ne,1,m,46,1980,vozac,3
195.9299999997,da,da,0,m,22,1996,vozac,2
4.2879999999,da,ne,1,m,58,1995,vozac,2
65.6729999995,ne,ne,1,z,28,1988,vozac,2
185.3769999985,da,da,1,z,68,1999,vozac,2
9.514,ne,da,1,m,18,1981,vozac,0
33.6399999997,da,da,1,m,31,1991,vozac,1
49.9779999997,da,da,1,m,22,1998,vozac,1
76.5629999992,da,da,1,z,40,1999,vozac,1
12.6719999999,ne,da,1,m,48,1988,vozac,0
440.425999999,da,da,1,m,22,1999,vozac,0
270.8899999969,da,da,0,z,26,1991,putnik,1
212.4589999989,ne,ne,1,m,17,1987,vozac,1
42.0119999996,da,da,0,m,26,1994,vozac,3
34.0529999998,ne,da,1,m,24,1993,vozac,0
172.1199999992,da,da,1,z,27,1995,vozac,1
97.1709999992,ne,da,1,z,58,1986,vozac,2
11.5669999999,da,ne,1,m,27,1998,vozac,0
10.5789999999,da,da,0,z,30,1997,putnik,0
28.8939999999,ne,da,0,m,18,1978,vozac,2
82.6209999993,ne,ne,0,m,40,1976,putnik,3
67.017,da,ne,0,m,58,1990,vozac,1
3.856,ne,ne,1,z,35,1985,vozac,2
144.9009999987,da,da,1,z,18,1999,vozac,1
316.1669999994,ne,da,1,z,52,1991,vozac,2
184.7349999994,ne,da,0,z,23,1989,putnik,2
530.1329999939,da,da,0,m,53,2000,vozac,0
227.0239999983,ne,ne,0,z,16,1985,putnik,0
130.6339999996,ne,ne,1,z,48,1990,putnik,2
83.0699999994,ne,ne,1,m,18,1987,vozac,1
37.892,da,da,0,m,70,1996,vozac,2
68.3769999994,ne,ne,0,z,18,1991,putnik,3
29.757,ne,ne,1,z,32,1990,putnik,2
138.8319999985,,ne,1,m,33,1991,vozac,2
2464.3489999771,da,ne,1,m,28,1993,vozac,2
160.1329999994,ne,da,1,z,29,1987,putnik,2
5.7009999999,ne,ne,1,z,17,1994,putnik,0
116.3079999993,da,da,0,m,20,1999,vozac,0
264.6799999997,ne,da,1,m,22,1984,putnik,0
33.2879999997,da,da,0,m,38,1990,vozac,0
315.4489999972,da,da,1,z,19,2000,vozac,1
492.3099999987,ne,ne,0,m,38,1992,putnik,1
710.5799999982,da,da,1,m,22,1998,putnik,0
78.625,da,ne,1,m,35,2000,vozac,2
8.5639999999,da,da,1,m,19,2001,putnik,1
55.3299999996,ne,da,1,m,31,1992,putnik,2
22.7449999999,da,da,0,m,20,1999,putnik,2
27.1949999998,da,da,0,z,21,2001,vozac,2
578.4059999958,ne,da,1,m,60,1988,vozac,1
315.6359999999,da,da,0,z,31,1997,vozac,1
590.224999994,da,da,0,m,32,1996,vozac,2
36.7019999996,da,da,1,z,31,1996,vozac,2
122.5079999994,da,da,1,m,24,1999,vozac,2
221.9359999988,ne,da,0,z,19,1987,vozac,0
12.9019999999,da,ne,1,m,50,2000,vozac,2
149.2669999991,da,da,0,m,32,1996,putnik,0
22.2779999999,ne,da,1,m,18,1986,putnik,2
39.2219999996,da,ne,1,z,82,1997,vozac,2
41.855,ne,da,1,z,19,1988,vozac,2
10.9169999999,ne,da,1,m,26,1991,vozac,2
1566.4439999908,ne,da,1,z,26,1993,vozac,2
137.7519999985,da,da,0,m,23,1994,vozac,2
12.2659999999,da,da,1,z,65,1994,vozac,2
105.4929999998,ne,ne,1,z,17,1985,vozac,2
331.5429999977,da,da,1,m,70,1999,vozac,1
3.984,da,ne,1,z,39,1998,vozac,2
114.3859999999,da,da,1,m,28,1995,vozac,2
14.1849999999,da,da,1,z,41,1997,putnik,2
21.9639999999,da,ne,0,m,21,1995,vozac,1
47.5029999996,da,da,1,m,61,1993,putnik,2
50.73,ne,da,0,z,22,1993,vozac,3
118.5669999998,ne,da,1,z,43,1991,putnik,0
278.5599999987,da,da,0,m,34,1998,vozac,1
13.585,da,da,0,z,16,1997,vozac,1
19.4379999998,ne,ne,0,m,20,1987,vozac,2
166.4519999996,ne,da,1,m,29,1997,vozac,0
38.8439999996,da,da,0,z,18,1996,putnik,3
0,da,da,1,m,18,1998,vozac,0
187.409,ne,ne,1,m,20,1988,vozac,0
105.8649999993,ne,da,1,m,47,1987,vozac,2
246.277999999,ne,da,1,m,74,1985,vozac,0
37.4549999996,da,da,0,m,19,1991,putnik,3
114.3499999996,da,da,1,m,71,1999,vozac,0
15.8609999999,ne,da,0,m,62,1984,vozac,0
54.2659999998,ne,ne,1,m,26,1990,vozac,2
327.1519999988,ne,ne,1,z,29,1989,putnik,2
11.862,da,ne,0,m,49,1995,vozac,3
71.4059999995,da,da,1,z,37,1999,vozac,1
4926.84799999,ne,da,0,z,31,1981,vozac,0
11.681,ne,ne,1,m,23,1984,putnik,2
15.45,da,da,1,z,43,1997,vozac,2
958.1879999936,da,da,0,m,30,2001,vozac,0
39.1779999998,da,ne,1,z,35,1996,vozac,3
186.5149999987,ne,ne,0,z,25,1981,vozac,0
205.6329999994,,ne,1,z,88,1986,vozac,2
21.8899999999,ne,ne,0,m,38,1990,vozac,2
665.0109999999,da,da,1,z,17,2000,vozac,1
1662.5799999982,da,da,0,z,43,1999,vozac,0
548.185999997,da,da,1,m,62,1999,vozac,0
448.3909999989,da,da,1,z,29,1999,vozac,0
11.9419999999,da,da,1,z,50,1999,vozac,2
172.5999999996,da,da,0,z,33,1996,vozac,2
203.2339999992,da,da,1,m,56,1995,putnik,1
65.9669999992,da,ne,1,z,17,1999,vozac,2
712.0649999976,ne,ne,1,z,18,1985,putnik,0
54.284,ne,da,1,z,22,1974,putnik,2
12.9019999999,da,da,1,z,50,1998,vozac,2
970.4529999942,da,da,1,z,35,1996,vozac,0
4.203,da,da,1,m,26,2000,vozac,0
94.9479999999,ne,da,1,m,33,1989,putnik,2
84.1569999997,ne,da,1,m,19,1988,vozac,2
1198.3839999884,da,da,0,m,71,1992,vozac,0
138.875,ne,da,1,z,18,1988,vozac,1
34.9989999998,ne,ne,0,z,43,1986,vozac,2
1095.1279999912,ne,ne,0,z,35,1977,vozac,0
9505.4479999542,da,ne,1,z,19,2000,vozac,0
11.72,ne,da,0,m,54,1990,vozac,3
542.6199999973,ne,da,1,m,29,1989,vozac,0
10.9979999999,da,ne,1,m,21,1999,vozac,2
0,da,ne,1,m,30,1998,putnik,2
24.818,ne,da,1,z,41,1994,putnik,2
1703.3149999976,ne,ne,0,z,27,1986,vozac,1
81.517,ne,da,1,m,36,1980,vozac,0
12.857,da,ne,0,m,18,1997,putnik,2
71.0999999996,da,ne,1,z,31,1996,vozac,2
56.1649999996,ne,da,1,m,45,1993,putnik,2
29.757,ne,da,0,z,28,1986,vozac,2
105.8839999996,da,da,0,m,27,2002,putnik,1
46.6409999998,ne,da,1,m,34,1986,vozac,2
623.9509999976,ne,ne,1,m,21,1979,vozac,2
123.6029999992,ne,da,1,m,79,1983,vozac,3
72.6629999997,da,ne,1,z,21,1999,putnik,2
428.0819999985,da,da,0,z,20,1999,vozac,0
40.6609999998,ne,da,1,z,60,1993,vozac,2
223.4119999986,da,da,0,z,39,1993,putnik,1
2108.8909999728,da,da,1,z,29,1997,putnik,2
45.2549999999,ne,ne,1,m,74,1989,vozac,3
41.23,ne,ne,0,z,16,1989,vozac,1
42.4689999996,da,da,0,z,51,2000,vozac,0
77.5329999998,da,ne,0,m,28,2000,vozac,2
480.4569999985,da,da,1,m,34,1998,vozac,0
105.3759999992,ne,da,0,z,78,1991,vozac,3
79.7589999996,ne,da,1,m,27,1985,vozac,0
23.5549999999,ne,ne,0,m,18,1995,vozac,2
89.3799999999,da,ne,1,m,64,1995,vozac,2
85.1859999998,ne,ne,,m,40,1991,putnik,2
30.2899999998,ne,da,1,z,22,1986,vozac,1
47.5029999996,ne,da,0,m,25,1982,vozac,1
9.7849999999,ne,da,0,z,23,1988,vozac,2
36.0319999997,da,da,0,m,37,1999,vozac,2
163.7349999994,ne,da,0,m,40,1990,vozac,1
19.2959999999,da,da,0,z,48,1995,putnik,2
38.4759999998,da,da,1,z,25,2000,vozac,2
42.6089999997,ne,ne,1,m,40,1989,putnik,3
68.5469999993,ne,da,1,m,28,1984,vozac,2
5.194,da,da,0,z,29,1995,vozac,2
1268.8359999955,da,ne,1,z,43,1994,vozac,1
11.8689999999,da,da,1,z,54,2000,putnik,2
994.2419999987,da,ne,0,z,23,1996,vozac,2
222.0019999985,ne,da,0,m,25,1993,vozac,2
247.9529999997,ne,ne,1,z,17,1977,putnik,2
