make,category,year,transmission,color,fuel,engine_size,mileage,price
Volvo,SUV,2007,manual,silver,petrol,2295,194912,29398
Toyota,SUV,2016,automatic,blue,diesel,2475,188622,25703
Lexus,SUV,2014,automatic,silver,hybrid,2196,129033,26604
Toyota,Pickup,2012,CVT,green,hybrid,2967,111771,7992
McLaren,Coupe,2013,manual,grey,petrol,1983,109940,56803
Honda,Minivan,2018,automatic,green,petrol,2606,63535,25525
Ferrari,Coupe,2007,automatic,red,petrol,1606,188096,41735
Honda,Minivan,1997,automatic,red,petrol,1983,236626,24780
BMW,Sedan,2004,manual,blue,petrol,1983,262200,2188
Volkswagen,SUV,2019,automatic,red,diesel,2000,112704,31964
Hyundai,Sedan,1993,manual,grey,diesel,1983,565620,12849
Toyota,SUV,1999,automatic,grey,diesel,2295,582024,16698
Volkswagen,Hatchback,2016,automatic,blue,electric,1,93331,24105
Toyota,SUV,2011,manual,silver,petrol,2606,101544,9536
Audi,Coupe,2014,automatic,silver,petrol,2295,83511,8817
Hyundai,SUV,2020,automatic,white,diesel,2557,80037,37302
Mercedes-Benz,Sedan,2015,automatic,red,diesel,2475,236128,16462
Toyota,Wagon,2012,manual,green,diesel,1836,303688,3200
Volvo,Sedan,2002,manual,black,diesel,2475,619017,34605
Kia,Sedan,2019,manual,green,diesel,1606,79124,17693
Mercedes-Benz,SUV,2018,manual,grey,diesel,2803,94545,27920
BMW,Sedan,2001,manual,grey,petrol,2213,329406,56195
Lexus,SUV,2001,manual,blue,petrol,2295,273086,51881
Volvo,Sedan,2019,manual,grey,diesel,2295,86732,24939
Volkswagen,Sedan,1997,manual,black,diesel,2475,649714,10357
Mercedes-Benz,Sedan,2004,automatic,white,electric,1,279148,52198
Porsche,Convertible,2005,automatic,white,petrol,1836,233388,34164
Mercedes-Benz,Wagon,2012,manual,blue,petrol,1836,153791,13540
Mercedes-Benz,SUV,2018,manual,green,diesel,2196,116710,27897
Mercedes-Benz,Convertible,2002,manual,green,petrol,1836,276234,37367
Tesla,SUV,2016,automatic,black,electric,1,80668,60779
BMW,Convertible,2016,automatic,green,diesel,2213,147336,19864
Audi,Sedan,2008,automatic,white,diesel,1983,381360,10613
Ferrari,Convertible,2016,automatic,blue,petrol,1836,79702,119182
Lexus,SUV,2010,manual,white,petrol,2606,105326,13566
Porsche,Coupe,2010,manual,blue,petrol,1983,142974,34220
BMW,Sedan,2007,manual,green,diesel,1500,291920,13343
Kia,Minivan,2015,automatic,white,diesel,2557,222232,27846
Mercedes-Benz,Sedan,2015,manual,silver,diesel,2000,210952,16328
Volvo,Sedan,1992,automatic,grey,petrol,2000,297817,93031
Honda,SUV,2017,manual,white,diesel,2000,107424,14304
Hyundai,Sedan,1993,manual,blue,petrol,2475,379380,44395
Volkswagen,Sedan,2013,manual,blue,diesel,2475,185940,3286
Toyota,Pickup,2007,automatic,red,hybrid,2803,204960,15363
Toyota,Hatchback,2018,automatic,red,diesel,2213,144290,17248
Ferrari,Coupe,2010,automatic,white,petrol,1606,116168,71736
Toyota,Minivan,2012,manual,red,petrol,2475,91531,489
Lexus,Sedan,1996,manual,white,petrol,1836,250587,33779
Honda,Hatchback,1992,manual,blue,diesel,1500,883097,47789
Honda,Sedan,2019,automatic,white,electric,1,35172,37210
Toyota,SUV,2012,manual,white,diesel,1836,288365,8918
BMW,Sedan,2015,manual,green,petrol,1983,68480,15518
Honda,Convertible,2007,automatic,black,petrol,1500,195344,3993
Audi,Sedan,2017,automatic,blue,petrol,2213,79614,15472
Toyota,Pickup,1998,CVT,grey,hybrid,2475,336550,129041
Toyota,SUV,2009,automatic,white,diesel,2786,397992,683
Porsche,Coupe,2018,manual,grey,petrol,2000,69845,67686
Mercedes-Benz,Convertible,2015,manual,silver,diesel,1500,139816,27762
Volvo,Wagon,2015,automatic,red,diesel,1836,150040,15397
BMW,SUV,2018,manual,red,petrol,2196,49120,36551
Toyota,Sedan,2019,manual,grey,diesel,1721,79380,24140
Audi,Sedan,2019,manual,blue,diesel,2475,91812,27814
Toyota,Pickup,2006,CVT,grey,hybrid,2803,146064,1530
Honda,Minivan,2001,manual,grey,petrol,1836,323686,59408
Lexus,SUV,2017,CVT,red,hybrid,2835,62220,33272
Porsche,Coupe,2017,automatic,silver,petrol,2295,55584,83702
Toyota,Sedan,2009,automatic,green,petrol,1836,190064,591
BMW,SUV,2019,automatic,grey,petrol,2967,46060,43168
Mercedes-Benz,SUV,2009,manual,green,diesel,1983,328454,14851
Audi,Coupe,2013,manual,silver,diesel,2000,179240,14438
Toyota,SUV,2012,automatic,grey,petrol,2967,149578,4773
Volkswagen,Sedan,2013,manual,green,petrol,2000,148620,9148
Lexus,Convertible,2010,manual,green,petrol,2475,111657,19232
Mercedes-Benz,Convertible,2017,automatic,grey,electric,1,74712,54681
Audi,Convertible,2009,manual,black,petrol,1500,169274,16440
Toyota,Pickup,2007,CVT,black,hybrid,2196,201536,47897
Honda,SUV,2016,manual,silver,petrol,2213,64981,15821
Toyota,Pickup,1994,CVT,blue,hybrid,2196,246413,60115
Toyota,Sedan,1998,manual,blue,petrol,1606,250225,8524
BMW,Hatchback,2019,automatic,green,petrol,2000,41300,23857
Volkswagen,Sedan,2007,manual,silver,petrol,1606,133680,6261
Mercedes-Benz,Minivan,2017,automatic,grey,diesel,2213,158760,52876
Hyundai,Sedan,2005,manual,blue,diesel,1606,517608,2617
Toyota,Sedan,2010,manual,red,petrol,1500,126087,9592
Toyota,Hatchback,2004,manual,grey,petrol,2295,192546,11673
Hyundai,SUV,2018,automatic,green,petrol,2803,61655,28911
Lexus,Convertible,2009,automatic,grey,petrol,2196,175056,17619
Honda,Hatchback,2010,manual,blue,petrol,1606,184249,6788
Lexus,SUV,2018,automatic,grey,hybrid,2557,72845,78220
Hyundai,Coupe,2017,manual,silver,petrol,2295,73524,14149
Toyota,Coupe,2018,automatic,blue,petrol,1983,60720,12407
Toyota,Sedan,2019,automatic,silver,petrol,1500,35704,23553
Toyota,Hatchback,2018,manual,grey,petrol,2475,67685,17073
Toyota,Pickup,2014,manual,white,petrol,2213,121608,6402
Audi,Convertible,1998,CVT,green,hybrid,1983,246500,120816
Toyota,Pickup,2008,CVT,grey,hybrid,2295,201375,46803
Honda,SUV,2013,manual,red,petrol,2213,132190,0
Mercedes-Benz,Sedan,2013,automatic,blue,petrol,2475,123540,4619
Volkswagen,Sedan,2005,manual,red,diesel,2295,506520,2894
BMW,Sedan,1998,manual,blue,petrol,1606,321175,47255
Toyota,Pickup,2016,automatic,silver,petrol,2295,57022,33877
Audi,Sedan,2016,manual,black,petrol,2000,94752,16153
Audi,Sedan,2015,manual,red,petrol,1721,71280,7329
Mercedes-Benz,Sedan,1993,automatic,red,diesel,1606,715530,84023
Toyota,Hatchback,2007,automatic,blue,diesel,2213,393648,2895
Toyota,Pickup,1996,CVT,black,hybrid,2786,340929,66211
Audi,Wagon,1995,manual,red,diesel,1983,540932,60050
Toyota,SUV,2000,manual,black,petrol,1983,249941,5575
Toyota,SUV,2017,automatic,green,hybrid,2295,81192,25061
Volkswagen,SUV,2004,manual,white,diesel,2000,388892,5413
Toyota,Hatchback,2014,automatic,blue,diesel,1606,245493,7623
Audi,Sedan,1994,automatic,white,diesel,1721,649281,41159
Volkswagen,Hatchback,2007,manual,black,diesel,2213,339904,3126
Mercedes-Benz,SUV,2007,manual,red,petrol,2213,154640,40977
Toyota,Pickup,2016,automatic,green,hybrid,2213,76118,41435
Toyota,Pickup,2011,CVT,black,hybrid,2557,97188,15813
Hyundai,SUV,2007,manual,blue,petrol,2606,145184,27729
BMW,Coupe,2013,automatic,silver,petrol,2000,146740,17784
Toyota,Sedan,2019,automatic,white,diesel,2295,84804,19202
Lexus,Sedan,2011,manual,white,petrol,1836,146172,9879
BMW,Coupe,2017,manual,green,petrol,1983,51834,25272
BMW,Convertible,2005,manual,silver,diesel,1836,466794,14680
BMW,Convertible,2009,manual,green,petrol,2000,176722,5739
Hyundai,Sedan,2016,automatic,red,diesel,1836,186130,17359
Audi,Sedan,2018,automatic,blue,diesel,2295,88945,32560
Volvo,Convertible,2009,automatic,white,diesel,1606,366996,12931
Volvo,Wagon,2011,automatic,grey,diesel,2803,219696,6667
Porsche,SUV,2018,automatic,green,diesel,2475,131415,152095
Mercedes-Benz,Coupe,2005,manual,black,diesel,2475,354060,20290
Hyundai,SUV,2012,manual,silver,diesel,2196,261855,10395
Mercedes-Benz,Sedan,2009,automatic,green,electric,1,204414,10664
Honda,Pickup,2006,automatic,blue,diesel,2967,346001,46167
Audi,Sedan,1993,automatic,white,petrol,2295,368760,34835
Kia,Sedan,2020,CVT,silver,hybrid,2475,42546,28713
Audi,Sedan,2016,automatic,white,petrol,2000,66283,12708
Toyota,SUV,2005,manual,black,diesel,1836,456462,29789
Toyota,Minivan,1999,automatic,silver,petrol,2295,295488,28025
Mercedes-Benz,Convertible,2007,manual,silver,diesel,2213,288160,28625
FIAT,Hatchback,2019,automatic,black,petrol,1500,48312,14950
FIAT,Convertible,2019,automatic,grey,diesel,2213,108772,25896
Kia,Sedan,2002,automatic,blue,petrol,2000,179130,21121
Toyota,Pickup,2020,CVT,black,hybrid,2196,39342,67353
Toyota,Pickup,1995,CVT,black,hybrid,2803,330428,110591
Mercedes-Benz,Convertible,2012,manual,red,diesel,1983,193919,5947
Porsche,Convertible,2010,manual,grey,petrol,1606,133445,132067
Lexus,Sedan,2016,CVT,silver,hybrid,1606,74235,38508
Lexus,Sedan,2008,automatic,blue,petrol,2000,179610,27004
Mercedes-Benz,SUV,2007,manual,green,diesel,2000,386352,17825
Toyota,SUV,2019,manual,black,diesel,2606,115252,22243
Kia,Sedan,2016,manual,red,petrol,2295,87185,17845
Kia,Sedan,2017,manual,silver,diesel,1721,147180,14628
BMW,Sedan,2018,manual,black,petrol,1721,67635,23769
Mercedes-Benz,Sedan,2013,automatic,grey,electric,1,104830,16194
Toyota,Pickup,2007,CVT,grey,hybrid,2295,142784,20369
Volvo,Sedan,1999,manual,red,diesel,2000,708216,57852
Mercedes-Benz,Convertible,2015,automatic,black,diesel,2213,159088,28457
Mercedes-Benz,Minivan,2016,manual,black,petrol,2557,79996,39658
Mercedes-Benz,Convertible,1997,automatic,grey,petrol,1606,277680,42910
Audi,Coupe,2008,manual,green,diesel,2213,441990,1826
Porsche,Convertible,2018,automatic,white,petrol,2475,56615,129645
Toyota,SUV,2020,CVT,green,hybrid,2196,42276,46281
Toyota,Pickup,2014,CVT,silver,hybrid,2786,83835,30367
Audi,Coupe,2010,manual,green,diesel,1983,338455,2793
Kia,SUV,1999,automatic,red,diesel,2967,413736,50635
Kia,SUV,1997,automatic,grey,petrol,2295,254150,20404
Kia,Sedan,2015,manual,blue,petrol,1983,76896,8268
Toyota,Pickup,2013,CVT,blue,hybrid,2803,119610,25312
Hyundai,Hatchback,2009,automatic,red,petrol,1721,210000,3318
Mercedes-Benz,SUV,2019,manual,black,petrol,2295,43048,29200
FIAT,Hatchback,2018,automatic,red,petrol,2196,65935,15317
Honda,SUV,2009,automatic,red,petrol,2835,193998,11765
Porsche,Coupe,2002,manual,blue,diesel,1721,409269,23417
McLaren,Coupe,2012,manual,silver,petrol,1836,145145,48426
Lexus,Sedan,2003,automatic,blue,petrol,2295,272540,9204
Mercedes-Benz,Convertible,2020,automatic,green,diesel,1721,81039,43017
BMW,Sedan,2011,manual,black,diesel,2213,244608,15612
Toyota,SUV,2005,manual,silver,diesel,2295,402894,11537
Tesla,Sedan,2015,automatic,red,electric,1,103024,55122
Toyota,Sedan,2005,automatic,blue,petrol,2196,186462,17828
Porsche,Convertible,2005,automatic,black,petrol,2213,167310,92784
Toyota,Pickup,2010,manual,grey,petrol,2475,108381,15435
Kia,Sedan,2014,automatic,white,diesel,2000,183582,11985
Lexus,Sedan,2004,manual,silver,petrol,1500,276773,34120
Volvo,Wagon,1994,manual,grey,petrol,1983,232203,100478
Audi,SUV,2019,manual,red,diesel,2967,71504,58681
Toyota,Sedan,1992,manual,grey,diesel,1721,835822,61185
Mercedes-Benz,Coupe,2003,manual,green,petrol,1721,174560,20089
Volkswagen,Sedan,2010,manual,grey,petrol,1836,154934,1197
BMW,Sedan,1999,manual,blue,petrol,1500,293160,52848
BMW,Sedan,1998,manual,blue,diesel,1721,654000,48504
Lexus,Sedan,2009,manual,grey,petrol,1721,128408,810
Toyota,Sedan,1995,manual,black,petrol,1983,236068,31539
Kia,SUV,2009,manual,red,petrol,2786,167328,4857
Audi,Sedan,2013,manual,black,petrol,1500,135220,9247
Mercedes-Benz,Wagon,1992,automatic,red,petrol,2967,268677,89783
Toyota,SUV,2018,CVT,black,hybrid,2786,62075,32202
Toyota,Hatchback,1999,manual,black,petrol,1721,263088,33851
Volkswagen,Wagon,2016,automatic,silver,diesel,2196,137949,15671
Toyota,SUV,1994,manual,black,diesel,2835,663578,54101
Lexus,SUV,2019,manual,black,petrol,2967,53908,38884
Porsche,SUV,2005,automatic,grey,diesel,2196,399636,99562
Volvo,Sedan,1994,manual,red,diesel,2475,779491,68621
Toyota,Sedan,2014,manual,grey,diesel,2000,209745,6062
Volkswagen,Sedan,2018,manual,green,diesel,2295,109365,16927
Honda,Sedan,2010,manual,green,petrol,1500,113880,4325
BMW,Sedan,1992,automatic,red,petrol,2000,457219,66396
Mercedes-Benz,Sedan,1997,manual,silver,diesel,2196,616876,51519
McLaren,Coupe,2013,manual,white,petrol,2295,86150,120849
Porsche,SUV,2011,manual,green,petrol,2196,169332,116566
Mercedes-Benz,Sedan,2019,manual,white,petrol,2475,44888,25296
Lexus,SUV,2010,manual,white,petrol,2606,108199,10033
Volvo,Convertible,2010,manual,grey,diesel,1606,227773,3896
Kia,Sedan,2002,manual,white,diesel,1606,509775,1487
Volkswagen,SUV,2011,manual,black,diesel,2295,310284,5975
Audi,Sedan,1993,manual,green,petrol,2213,419100,73698
Toyota,Sedan,2002,manual,white,petrol,2475,284445,28189
Mercedes-Benz,SUV,2018,manual,grey,diesel,2606,113735,43370
